AccSpeciesName,count,AccSpeciesID,Genus,SpeciesEpithet,Family,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,param_count_before,param_count_after,PFT
Disperis dicerochila,36,18881,Disperis,dicerochila,Orchidaceae,herb,broadleaved,evergreen,,2,3,ESH
Dodonaea viscosa,56,19047,Dodonaea,viscosa,Sapindaceae,shrub,broadleaved,evergreen,C3/CAM,4,4,ESH
Dovyalis caffra,2,19184,Dovyalis,caffra,Flacourtiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Dovyalis macrocalyx,4,19189,Dovyalis,macrocalyx,Flacourtiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Dracaena fragrans,60,64448,Dracaena,fragrans,Dracaenaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Droguetia iners,20,19309,Droguetia,iners,Urticaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Drymaria cordata,64,19377,Drymaria,cordata,Caryophyllaceae,herb,broadleaved,evergreen,C3,4,4,ESH
Elachyptera parvifolia,4,19912,Elachyptera,parvifolia,Celastraceae,shrub,broadleaved,evergreen,,1,3,ESH
Elytropappus rhinocerotis,2,20441,Elytropappus,rhinocerotis,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Enarganthe octonaria,1,20488,Enarganthe,octonaria,Aizoaceae,shrub,broadleaved,evergreen,,2,3,ESH
Entada gigas,1,20654,Entada,gigas,Fabaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Ephedra alata,1,20746,Ephedra,alata,Ephedraceae,shrub,scale-shaped,evergreen,,2,3,ESH
Erica baccans,3,21546,Erica,baccans,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erica discolor,10,21561,Erica,discolor,Ericaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Erica hispidula,7,67634,Erica,hispidula,Ericaceae,shrub,broadleaved,evergreen,,1,3,ESH
Erica imbricata,5,21570,Erica,imbricata,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erica lasciva,4,21575,Erica,lasciva,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erica longifolia,5,21577,Erica,longifolia,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erica mammosa,3,21580,Erica,mammosa,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erica parilis,3,21586,Erica,parilis,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erica plukenetii,12,21592,Erica,plukenetii,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erica subdivaricata,10,21603,Erica,subdivaricata,Ericaceae,shrub,needleleaved,evergreen,C3,4,4,ESH
Erigeron bonariensis,50,21633,Erigeron,bonariensis,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Eruca vesicaria,272,21921,Eruca,vesicaria,Brassicaceae,herb,broadleaved,evergreen,,2,3,ESH
Erythrococca bongensis,2,22112,Erythrococca,bongensis,Euphorbiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Euphorbia heterophylla,40,23446,Euphorbia,heterophylla,Euphorbiaceae,herb,broadleaved,evergreen,C3,4,4,ESH
Euphorbia hirta,62,23452,Euphorbia,hirta,Euphorbiaceae,herb,broadleaved,evergreen,C4,4,4,ESH
Ficus asperifolia,2,24758,Ficus,asperifolia,Moraceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Gardenia erubescens,5,25693,Gardenia,erubescens,Rubiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Gardenia sokotensis,2,68033,Gardenia,sokotensis,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Gossypioides kirkii,2,26774,Gossypioides,kirkii,Malvaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Gouania longipetala,4,26791,Gouania,longipetala,Rhamnaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Grewia laevigata,2,26988,Grewia,laevigata,Tiliaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Griffonia simplicifolia,7,68276,Griffonia,simplicifolia,Fabaceae,shrub,broadleaved,evergreen,,1,3,ESH
Guiera senegalensis,7,27229,Guiera,senegalensis,Combretaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Gymnosporia senegalensis,226,27357,Gymnosporia,senegalensis,Celastraceae,shrub,broadleaved,evergreen,,1,3,ESH
Haumania danckelmaniana,3,27930,Haumania,danckelmaniana,Marantaceae,herb,broadleaved,evergreen,C3,4,4,ESH
Helianthemum lippii,250,28110,Helianthemum,lippii,Cistaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Helichrysum newii,64,68403,Helichrysum,newii,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Helichrysum odoratissimum,52,68406,Helichrysum,odoratissimum,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Hibiscus micranthus,81,28784,Hibiscus,micranthus,Malvaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Hypoestes aristata,9,68643,Hypoestes,aristata,Acanthaceae,herb,broadleaved,evergreen,,2,3,ESH
Hyptis suaveolens,32,30131,Hyptis,suaveolens,Lamiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Ipomoea cairica,6,30721,Ipomoea,cairica,Convolvulaceae,herb,broadleaved,evergreen,C3,4,4,ESH
Ipomoea coptica,2,30728,Ipomoea,coptica,Convolvulaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Ipomoea hochstetteri,2,30749,Ipomoea,hochstetteri,Convolvulaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Isoglossa ciliata,9,63185,Isoglossa,ciliata,Acanthaceae,herb,broadleaved,evergreen,C3,4,4,ESH
Jasminum abyssinicum,5,31324,Jasminum,abyssinicum,Oleaceae,shrub,broadleaved,evergreen,C3,1,4,ESH
Jasminum dichotomum,2,31332,Jasminum,dichotomum,Oleaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Jasminum fluminense,1,31336,Jasminum,fluminense,Oleaceae,shrub,broadleaved,evergreen,C3,1,4,ESH
Keetia gueinzii,4,31726,Keetia,gueinzii,Rubiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Keetia venosa,2,31729,Keetia,venosa,Rubiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Kohautia caespitosa,40,31961,Kohautia,caespitosa,Rubiaceae,herb,broadleaved,evergreen,,2,3,ESH
Krascheninnikovia ceratoides,80,32029,Krascheninnikovia,ceratoides,Chenopodiaceae,shrub,broadleaved,evergreen,,3,3,ESH
Kraussia floribunda,10,32032,Kraussia,floribunda,Rubiaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Landolphia kirkii,2,32267,Landolphia,kirkii,Apocynaceae,shrub,broadleaved,evergreen,,2,3,ESH
Lantana camara,22,32302,Lantana,camara,Verbenaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Laurophyllus capensis,20,32540,Laurophyllus,capensis,Anacardiaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Leucadendron arcuatum,7,33083,Leucadendron,arcuatum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron brunioides,7,33086,Leucadendron,brunioides,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron concavum,2,33087,Leucadendron,concavum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron coniferum,10,33089,Leucadendron,coniferum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron conifesula,7,61495,Leucadendron,conifesula,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron corymbosum,2,33090,Leucadendron,corymbosum,Proteaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Leucadendron foedum,7,33096,Leucadendron,foedum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron gandogeri,4,33098,Leucadendron,gandogeri,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron lanigerum,7,33099,Leucadendron,lanigerum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron laureolum,60,33100,Leucadendron,laureolum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron meridianum,20,64598,Leucadendron,meridianum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron pubescens,21,33108,Leucadendron,pubescens,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron rubrum,27,33109,Leucadendron,rubrum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron salicifolium,20,33110,Leucadendron,salicifolium,Proteaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Leucadendron salignum,133,33111,Leucadendron,salignum,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucadendron spissifolium,19,33114,Leucadendron,spissifolium,Proteaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Leucadendron xanthoconus,30,33123,Leucadendron,xanthoconus,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucospermum conocarpodendron,16,33217,Leucospermum,conocarpodendron,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucospermum cordifolium,18,33219,Leucospermum,cordifolium,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Leucospermum hypophyllocarpodendron,7,33221,Leucospermum,hypophyllocarpodendron,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Lindackeria bukobensis,2,33556,Lindackeria,bukobensis,Flacourtiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Lippia multiflora,2,33693,Lippia,multiflora,Verbenaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Lycium shawii,414,34568,Lycium,shawii,Solanaceae,shrub,broadleaved,evergreen,C3,1,4,ESH
Manniophyton fulvum,4,35413,Manniophyton,fulvum,Euphorbiaceae,shrub,broadleaved,evergreen,,3,3,ESH
Massularia acuminata,4,35624,Massularia,acuminata,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Megaphrynium macrostachyum,6,35877,Megaphrynium,macrostachyum,Marantaceae,herb,broadleaved,evergreen,C3,4,4,ESH
Melhania velutina,76,36045,Melhania,velutina,Sterculiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Melianthus major,33,36055,Melianthus,major,Melianthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Metalasia muricata,27,36378,Metalasia,muricata,Asteraceae,shrub,broadleaved,evergreen,,3,3,ESH
Microglossa densiflora,2,36641,Microglossa,densiflora,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Mimetes cucullatus,18,36794,Mimetes,cucullatus,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Mimetes fimbriifolius,2,36795,Mimetes,fimbriifolius,Proteaceae,shrub,broadleaved,evergreen,C3,1,4,ESH
Mimosa pigra,1,36834,Mimosa,pigra,Fabaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Mitragyna rubrostipulata,2,36983,Mitragyna,rubrostipulata,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Momordica foetida,42,37065,Momordica,foetida,Cucurbitaceae,herb,broadleaved,evergreen,,3,3,ESH
Montia fontana,6,37208,Montia,fontana,Portulacaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Morella serrata,12,69770,Morella,serrata,Myricaceae,shrub,broadleaved,evergreen,,0,3,ESH
Mussaenda arcuata,2,69800,Mussaenda,arcuata,Rubiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Mussaenda erythrophylla,2,37465,Mussaenda,erythrophylla,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Myrsine africana,72,37673,Myrsine,africana,Myrsinaceae,shrub,broadleaved,evergreen,,3,3,ESH
Neuropeltis acuminata,4,69900,Neuropeltis,acuminata,Convolvulaceae,shrub,broadleaved,evergreen,,1,3,ESH
Notoceras bicorne,144,38351,Notoceras,bicorne,Brassicaceae,shrub,broadleaved,evergreen,,1,3,ESH
Ochna thomasiana,2,38461,Ochna,thomasiana,Ochnaceae,shrub,broadleaved,evergreen,,2,3,ESH
Olax subscorpioides,2,38788,Olax,subscorpioides,Olacaceae,shrub,broadleaved,evergreen,,2,3,ESH
Ononis serrata,1,38995,Ononis,serrata,Fabaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Opilia amentacea,8,70022,Opilia,amentacea,Opiliaceae,shrub,broadleaved,evergreen,,0,3,ESH
Otholobium fruticans,1,39484,Otholobium,fruticans,Fabaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Oxalis obliquifolia,148,39590,Oxalis,obliquifolia,Oxalidaceae,herb,broadleaved,evergreen,,2,3,ESH
Oxyanthus formosus,2,39614,Oxyanthus,formosus,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Oxyanthus zanguebaricus,2,39618,Oxyanthus,zanguebaricus,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Pancratium maritimum,2,39903,Pancratium,maritimum,Amaryllidaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Paranomus bracteolaris,7,40248,Paranomus,bracteolaris,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Parkinsonia aculeata,1,40370,Parkinsonia,aculeata,Fabaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Passerina paleacea,9,70212,Passerina,paleacea,Thymelaeaceae,shrub,broadleaved,evergreen,,1,3,ESH
Passiflora edulis,4,40505,Passiflora,edulis,Passifloraceae,shrub,broadleaved,evergreen,,2,3,ESH
Pauridiantha paucinervis,67,40583,Pauridiantha,paucinervis,Rubiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Pavetta abyssinica,14,40599,Pavetta,abyssinica,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Pelargonium alchemilloides,6,40726,Pelargonium,alchemilloides,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium alternans,11,40727,Pelargonium,alternans,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium anethifolium,6,40728,Pelargonium,anethifolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium antidysentericum,4,40729,Pelargonium,antidysentericum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium articulatum,7,40731,Pelargonium,articulatum,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium asarifolium,7,40732,Pelargonium,asarifolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium betulinum,20,40734,Pelargonium,betulinum,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium candicans,8,40735,Pelargonium,candicans,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium capitatum,34,40736,Pelargonium,capitatum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium carnosum,27,40737,Pelargonium,carnosum,Geraniaceae,herb,broadleaved,evergreen,C3/CAM,3,4,ESH
Pelargonium chamaedryfolium,7,40738,Pelargonium,chamaedryfolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium citronellum,13,40739,Pelargonium,citronellum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium columbinum,5,40740,Pelargonium,columbinum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium cordifolium,7,40741,Pelargonium,cordifolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium crithmifolium,15,40742,Pelargonium,crithmifolium,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium cucullatum,6,40743,Pelargonium,cucullatum,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium dasyphyllum,4,40744,Pelargonium,dasyphyllum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium echinatum,14,40746,Pelargonium,echinatum,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium exstipulatum,4,40747,Pelargonium,exstipulatum,Geraniaceae,herb,broadleaved,evergreen,C3/CAM,3,4,ESH
Pelargonium grandicalcaratum,13,40749,Pelargonium,grandicalcaratum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium grossularioides,6,40753,Pelargonium,grossularioides,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium incrassatum,3,40756,Pelargonium,incrassatum,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium karooicum,7,40758,Pelargonium,karooicum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium lobatum,6,40760,Pelargonium,lobatum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium longifolium,7,40761,Pelargonium,longifolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium magenteum,12,40763,Pelargonium,magenteum,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium myrrhifolium,21,40765,Pelargonium,myrrhifolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium oblongatum,7,40766,Pelargonium,oblongatum,Geraniaceae,herb,broadleaved,evergreen,C3/CAM,3,4,ESH
Pelargonium papilionaceum,7,40767,Pelargonium,papilionaceum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium peltatum,7,40768,Pelargonium,peltatum,Geraniaceae,herb/shrub,broadleaved,evergreen,C3/CAM,4,4,ESH
Pelargonium pillansii,5,40769,Pelargonium,pillansii,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium pinnatum,6,40770,Pelargonium,pinnatum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium praemorsum,4,40771,Pelargonium,praemorsum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium radulifolium,5,40773,Pelargonium,radulifolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium rapaceum,30,40774,Pelargonium,rapaceum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium reflexipetalum,8,40775,Pelargonium,reflexipetalum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium scabroide,13,40777,Pelargonium,scabroide,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium scabrum,7,40778,Pelargonium,scabrum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium senecioides,13,40779,Pelargonium,senecioides,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium sericifolium,7,40780,Pelargonium,sericifolium,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium stipulaceum,5,40782,Pelargonium,stipulaceum,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium ternatum,7,40784,Pelargonium,ternatum,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium ternifolium,7,40785,Pelargonium,ternifolium,Geraniaceae,herb,broadleaved,evergreen,,2,3,ESH
Pelargonium triste,25,40786,Pelargonium,triste,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Pelargonium zonale,6,40789,Pelargonium,zonale,Geraniaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Penaea mucronata,14,40842,Penaea,mucronata,Penaeaceae,shrub,broadleaved,evergreen,,2,3,ESH
Phylica pubescens,5,41682,Phylica,pubescens,Rhamnaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Phyllanthus muellerianus,9,41747,Phyllanthus,muellerianus,Euphorbiaceae,shrub,broadleaved,evergreen,,3,3,ESH
Phyllanthus odontadenius,40,41753,Phyllanthus,odontadenius,Euphorbiaceae,herb,broadleaved,evergreen,,2,3,ESH
Phytolacca dodecandra,10,41900,Phytolacca,dodecandra,Phytolaccaceae,shrub,broadleaved,evergreen,,2,3,ESH
Pilea usambarensis,56,41998,Pilea,usambarensis,Urticaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Piper capense,82,42216,Piper,capense,Piperaceae,shrub,broadleaved,evergreen,,2,3,ESH
Piper guineense,8,42233,Piper,guineense,Piperaceae,shrub,broadleaved,evergreen,,3,3,ESH
Pisonia aculeata,6,42330,Pisonia,aculeata,Nyctaginaceae,shrub,broadleaved,evergreen,,2,3,ESH
Plantago albicans,244,42503,Plantago,albicans,Plantaginaceae,herb,broadleaved,evergreen,,2,3,ESH
Plectranthus autranii,20,72988,Plectranthus,autranii,Lamiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Plectranthus lasianthus,40,70565,Plectranthus,lasianthus,Lamiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pleiocarpa bicarpellata,2,42687,Pleiocarpa,bicarpellata,Apocynaceae,shrub,broadleaved,evergreen,,2,3,ESH
Plumbago zeylanica,2,42788,Plumbago,zeylanica,Plumbaginaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Polygala myrtifolia,19,70633,Polygala,myrtifolia,Polygalaceae,shrub,broadleaved,evergreen,,0,3,ESH
Polyscias ornifolia,16,43342,Polyscias,ornifolia,Araliaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Polysphaeria parvifolia,2,43349,Polysphaeria,parvifolia,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Premna oligotricha,2,44005,Premna,oligotricha,Verbenaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Pringlea antiscorbutica,17,44081,Pringlea,antiscorbutica,Brassicaceae,shrub,broadleaved,evergreen,,1,3,ESH
Protea acaulos,4,44170,Protea,acaulos,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea acuminata,46,44171,Protea,acuminata,Proteaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Protea aurea,20,44175,Protea,aurea,Proteaceae,shrub,broadleaved,evergreen,C3,1,4,ESH
Protea burchellii,50,44178,Protea,burchellii,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea caffra,2,70734,Protea,caffra,Proteaceae,shrub,broadleaved,evergreen,,0,3,ESH
Protea compacta,70,44179,Protea,compacta,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea cordata,18,44180,Protea,cordata,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea coronata,69,70736,Protea,coronata,Proteaceae,shrub,broadleaved,evergreen,,0,3,ESH
Protea cynaroides,148,44182,Protea,cynaroides,Proteaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Protea eximia,75,44183,Protea,eximia,Proteaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Protea glabra,7,44184,Protea,glabra,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea laurifolia,220,44187,Protea,laurifolia,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea lepidocarpodendron,11,44188,Protea,lepidocarpodendron,Proteaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Protea longifolia,121,44189,Protea,longifolia,Proteaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Protea lorifolia,41,44190,Protea,lorifolia,Proteaceae,shrub,broadleaved,evergreen,C3,1,4,ESH
Protea madiensis,4,44191,Protea,madiensis,Proteaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Protea magnifica,57,44192,Protea,magnifica,Proteaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Protea mundii,134,70742,Protea,mundii,Proteaceae,shrub,broadleaved,evergreen,,0,3,ESH
Protea nana,53,70743,Protea,nana,Proteaceae,shrub,broadleaved,evergreen,,0,3,ESH
Protea neriifolia,187,44196,Protea,neriifolia,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea nitida,94,44197,Protea,nitida,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea obtusifolia,82,64785,Protea,obtusifolia,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea punctata,137,44198,Protea,punctata,Proteaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Protea repens,350,44199,Protea,repens,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea speciosa,17,44203,Protea,speciosa,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Protea susannae,99,44204,Protea,susannae,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Pseudarthria hookeri,3,44472,Pseudarthria,hookeri,Fabaceae,herb/shrub,broadleaved,evergreen,C3,3,4,ESH
Pseudospondias microcarpa,2,44562,Pseudospondias,microcarpa,Anacardiaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Psilotrichum africanum,2,44613,Psilotrichum,africanum,Amaranthaceae,shrub,broadleaved,evergreen,,1,3,ESH
Psychotria alsophila,2,44654,Psychotria,alsophila,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Psychotria crassipetala,2,44672,Psychotria,crassipetala,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Pyrostria phyllanthoidea,2,45200,Pyrostria,phyllanthoidea,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Rapanea rhododendroides,2,45791,Rapanea,rhododendroides,Myrsinaceae,shrub,broadleaved,evergreen,,2,3,ESH
Rhaphiostylis beninensis,6,46035,Rhaphiostylis,beninensis,Icacinaceae,shrub,broadleaved,evergreen,,2,3,ESH
Rhoicissus tomentosa,31,46287,Rhoicissus,tomentosa,Vitaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Rourea coccinea,2,63811,Rourea,coccinea,Connaraceae,shrub,broadleaved,evergreen,,1,3,ESH
Rourea thomsonii,20,71098,Rourea,thomsonii,Connaraceae,shrub,broadleaved,evergreen,,1,3,ESH
Rubus rosifolius,1,47317,Rubus,rosifolius,Rosaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Ruschia karrooica,2,47548,Ruschia,karrooica,Aizoaceae,shrub,broadleaved,evergreen,,2,3,ESH
Sageretia thea,2,71186,Sageretia,thea,Rhamnaceae,shrub,broadleaved,evergreen,,0,3,ESH
Salacia chlorantha,1,47726,Salacia,chlorantha,Celastraceae,shrub,broadleaved,evergreen,,2,3,ESH
Salacia congolensis,4,47727,Salacia,congolensis,Celastraceae,shrub,broadleaved,evergreen,,2,3,ESH
Salacia elegans,4,47728,Salacia,elegans,Celastraceae,shrub,broadleaved,evergreen,,2,3,ESH
Salacia erecta,4,47730,Salacia,erecta,Celastraceae,shrub,broadleaved,evergreen,,2,3,ESH
Salacia madagascariensis,2,47742,Salacia,madagascariensis,Celastraceae,shrub,broadleaved,evergreen,,2,3,ESH
Scutia myrtina,30,49280,Scutia,myrtina,Rhamnaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Senecio maranguensis,60,71398,Senecio,maranguensis,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Senna tora,60,49716,Senna,tora,Fabaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Sericostachys scandens,4,49742,Sericostachys,scandens,Amaranthaceae,shrub,broadleaved,evergreen,,1,3,ESH
Serruria fasciflora,9,49777,Serruria,fasciflora,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Serruria fucifolia,7,49778,Serruria,fucifolia,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Serruria hirsuta,7,49779,Serruria,hirsuta,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Serruria nervosa,9,49780,Serruria,nervosa,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Sida acuta,28,50069,Sida,acuta,Malvaceae,herb/shrub,broadleaved,evergreen,C3,4,4,ESH
